Date,CL=F,BZ=F,GC=F,COP=X,BRL=X,MXN=X,DX-Y.NYB
2019-08-28,55.779998779296875,60.4900016784668,1537.800048828125,3458.800048828125,4.122799873352051,19.974000930786133,98.20999908447266
2019-08-29,56.709999084472656,61.08000183105469,1526.5,3473.0,4.167699813842773,20.139400482177734,98.51000213623047
2019-08-30,55.099998474121094,60.43000030517578,1519.0999755859375,3436.0,4.168099880218506,20.120800018310547,98.91999816894531
2019-09-03,53.939998626708984,58.2599983215332,1545.9000244140625,3448.0,4.1844000816345215,20.12445068359375,98.94999694824219
2019-09-04,56.2599983215332,60.70000076293945,1550.300048828125,3437.0,4.16510009765625,19.9606990814209,98.44999694824219
2019-09-05,56.29999923706055,60.95000076293945,1515.4000244140625,3399.89990234375,4.093200206756592,19.685699462890625,98.41000366210938
2019-09-06,56.52000045776367,61.540000915527344,1506.199951171875,3374.60009765625,4.105999946594238,19.705699920654297,98.38999938964844
2019-09-09,57.849998474121094,62.59000015258789,1502.199951171875,3302.10009765625,4.061299800872803,19.541139602661133,98.27999877929688
2019-09-10,57.400001525878906,62.380001068115234,1490.300048828125,3303.0,4.093400001525879,19.555500030517578,98.33000183105469
2019-09-11,55.75,60.810001373291016,1494.4000244140625,3360.800048828125,4.079500198364258,19.492000579833984,98.6500015258789
2019-09-12,55.09000015258789,60.380001068115234,1498.699951171875,3374.0,4.064199924468994,19.499399185180664,98.30999755859375
2019-09-13,54.849998474121094,60.220001220703125,1490.9000244140625,3353.39990234375,4.058899879455566,19.428499221801758,98.26000213623047
2019-09-16,62.900001525878906,69.0199966430664,1503.0999755859375,3355.10009765625,4.0854997634887695,19.398099899291992,98.6500015258789
2019-09-17,59.34000015258789,64.55000305175781,1505.0999755859375,3362.0,4.0792999267578125,19.422399520874023,98.26000213623047
2019-09-18,58.11000061035156,63.599998474121094,1507.5,3377.800048828125,4.076000213623047,19.352800369262695,98.5999984741211
2019-09-19,58.130001068115234,64.4000015258789,1498.4000244140625,3372.0,4.1072998046875,19.396699905395508,98.2699966430664
2019-09-20,58.09000015258789,64.27999877929688,1507.300048828125,3376.39990234375,4.166600227355957,19.42919921875,98.51000213623047
2019-09-23,58.63999938964844,64.7699966430664,1523.699951171875,3403.699951171875,4.1483001708984375,19.418899536132812,98.5999984741211
